id,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-size,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,habitat
3777,e,x,y,g,n,f,b,n,t,w,g,w,d
3778,e,f,y,n,n,f,b,w,t,p,p,w,d
3779,e,f,y,n,n,f,b,w,t,g,p,w,d
3780,e,f,y,g,n,f,b,w,t,p,g,w,d
3781,p,x,f,g,f,f,b,h,e,p,n,w,d
3782,e,f,f,e,n,f,b,w,t,p,w,w,d
3783,p,f,f,g,f,f,b,g,e,p,b,w,d
3784,e,f,y,g,n,f,b,u,t,p,p,w,d
3785,e,f,y,g,n,f,b,n,t,g,g,w,d
3786,e,f,f,g,n,f,b,u,t,p,w,w,d
3787,p,f,f,y,f,f,b,h,e,p,b,w,p
3788,e,x,y,n,n,f,b,n,t,g,w,w,d
3789,e,,y,g,n,f,b,p,t,g,g,w,d
3790,p,f,f,g,f,f,b,h,e,b,n,w,d
3791,e,f,y,n,n,f,b,w,t,g,w,w,d
3792,p,x,f,g,c,f,n,u,e,w,w,w,d
3793,e,f,y,e,n,f,b,w,t,p,w,w,d
3794,p,x,s,w,c,f,n,g,e,w,w,w,d
3795,e,f,y,n,n,f,b,n,t,w,p,w,d
3796,p,x,s,w,c,f,n,n,e,w,w,w,d
3797,e,f,y,e,,f,b,p,t,p,p,w,d
3798,e,f,f,g,n,f,b,u,t,w,g,w,d
3799,e,f,f,e,n,f,b,p,t,p,w,w,d
3800,e,f,y,e,n,f,b,w,t,g,w,w,d
3801,p,x,s,g,c,f,n,p,e,w,w,w,d
3802,e,f,y,e,n,f,b,n,t,p,w,w,d
3803,e,,y,e,n,f,b,n,t,g,g,w,d
3804,p,x,f,p,c,f,n,n,e,w,w,,d
3805,e,f,f,e,n,f,b,u,t,p,p,w,d
3806,p,x,s,p,c,f,n,u,e,w,w,w,d
3807,e,f,f,e,n,f,b,w,t,p,g,w,d
3808,p,f,f,g,f,f,b,g,e,b,p,w,g
3809,e,f,y,g,n,f,b,p,t,g,p,w,d
3810,p,x,f,g,f,f,b,h,e,n,p,w,g
3811,e,f,y,n,n,f,b,n,t,p,p,w,d
3812,e,f,y,e,n,f,b,u,t,p,p,w,d
3813,e,f,y,n,n,f,b,u,t,p,p,w,d
3814,p,x,s,p,c,f,n,g,e,w,w,w,d
3815,p,x,y,g,f,f,b,h,e,n,p,w,p
3816,e,f,f,e,n,f,b,p,t,g,p,w,d
3817,e,f,f,g,n,f,b,w,t,w,w,w,d
3818,e,f,y,g,,f,b,n,t,w,w,w,d
3819,e,f,y,e,,f,b,p,t,g,w,w,d
3820,e,f,y,e,n,f,b,u,t,w,w,w,d
3821,e,x,f,g,n,f,b,n,t,w,p,w,d
3822,p,x,f,g,f,f,b,g,e,n,p,w,d
3823,e,x,y,n,n,f,b,u,t,g,p,w,d
3824,e,f,y,e,n,f,b,u,t,w,p,w,d
3825,e,f,f,e,n,f,b,n,t,p,w,w,d
3826,p,x,f,w,c,f,n,n,e,w,w,w,d
3827,e,f,y,e,n,f,b,p,t,g,p,w,d
3828,e,f,y,g,n,f,b,p,t,w,w,w,d
3829,p,x,f,g,f,f,b,p,e,n,b,w,g
3830,e,f,y,g,n,f,b,n,t,p,w,w,d
3831,p,x,s,w,c,f,n,n,e,w,w,w,d
3832,e,f,f,e,n,f,b,n,t,p,p,w,d
3833,p,x,s,w,c,f,n,n,e,w,w,w,d
3834,p,x,f,g,f,f,b,g,e,p,p,w,d
3835,p,x,f,g,f,f,b,h,e,b,p,w,d
3836,e,f,y,g,n,f,b,u,t,g,g,w,d
3837,e,f,y,g,n,f,b,p,t,w,g,w,d
3838,e,f,y,e,n,f,b,p,t,p,w,w,d
3839,e,f,y,e,n,f,b,p,t,w,g,w,d
3840,p,x,f,g,f,f,b,h,e,b,n,w,p
3841,e,f,f,e,n,f,b,u,t,p,w,w,d
3842,e,f,f,e,n,f,b,n,t,g,p,w,d
3843,p,x,y,g,f,f,b,g,e,n,n,w,g
3844,e,f,f,e,n,f,b,u,t,w,g,w,d
3845,p,x,f,g,c,f,n,p,e,w,w,w,d
3846,e,f,y,g,n,f,b,u,t,g,w,w,d
3847,e,f,y,e,n,f,b,w,t,g,g,w,d
3848,e,f,y,e,n,f,b,n,t,p,w,w,
3849,e,f,y,g,n,f,b,w,t,w,p,w,d
3850,e,x,f,e,n,f,b,n,t,w,w,w,d
3851,e,f,y,g,n,f,b,u,t,p,w,w,d
3852,p,x,s,p,c,f,n,,e,w,w,w,d
3853,e,f,y,n,n,f,b,u,t,w,p,w,d
3854,p,x,f,g,f,f,b,p,e,b,n,w,g
3855,e,f,y,e,n,f,b,n,t,w,p,w,d
3856,e,f,y,g,n,f,b,w,t,g,w,w,d
3857,e,f,f,e,n,f,b,n,t,p,,w,d
3858,p,x,s,w,c,f,n,u,e,w,w,w,d
3859,p,x,f,w,c,f,n,n,e,w,w,w,d
3860,e,x,y,n,n,f,b,n,t,w,w,w,d
3861,e,f,f,e,n,f,b,w,t,p,g,w,d
3862,e,f,y,e,n,f,b,w,t,g,p,w,d
3863,e,x,y,g,n,f,b,u,t,g,p,w,d
3864,p,x,f,g,f,f,b,,e,n,p,w,d
3865,p,x,f,w,c,f,n,n,e,w,w,w,d
3866,e,f,y,n,n,f,b,w,t,w,w,w,d
3867,e,f,f,e,n,f,b,w,t,g,g,w,d
3868,p,x,f,w,c,f,n,u,e,w,w,w,d
3869,p,x,s,g,c,f,n,p,e,w,w,w,d
3870,e,x,y,e,n,f,b,p,t,p,p,w,d
3871,p,x,f,g,f,f,b,h,e,b,p,w,d
3872,p,x,f,g,c,f,n,p,e,w,w,w,d
3873,p,x,f,g,f,f,b,h,e,n,p,w,d
3874,p,x,s,g,c,f,n,,e,w,w,w,d
3875,e,x,f,g,n,f,b,w,t,p,g,w,d
3876,p,x,f,p,c,f,n,u,e,w,w,w,d
3877,e,f,f,e,n,f,b,n,t,g,p,w,d
3878,p,x,s,p,c,f,n,n,e,w,w,w,d
3879,p,x,f,g,c,f,n,p,e,w,w,w,d
3880,e,f,y,e,n,f,b,p,t,g,g,w,d
3881,p,x,f,g,c,f,n,n,e,w,w,w,d
3882,p,x,s,g,c,f,n,n,e,w,w,w,d
3883,e,f,y,g,n,f,b,u,t,w,g,w,d
3884,e,f,y,n,n,f,b,u,t,g,w,w,d
3885,p,x,f,g,c,f,n,g,e,w,w,w,d
3886,e,f,f,e,n,f,b,p,t,w,g,w,d
3887,p,x,s,w,c,f,n,n,e,w,w,w,d
3888,e,f,y,n,n,f,b,w,t,g,g,w,d
3889,p,x,f,g,f,f,b,h,e,n,b,w,d
3890,p,f,y,g,f,f,b,g,e,b,b,w,g
3891,e,f,y,g,n,f,b,n,t,p,g,w,d
3892,p,x,f,g,f,f,b,g,e,n,b,w,g
3893,e,f,y,g,n,f,b,p,t,g,w,w,d
3894,p,x,f,g,f,f,b,g,e,n,n,w,g
3895,p,f,f,g,f,f,b,p,e,n,p,w,p
3896,e,f,f,e,n,f,b,n,t,w,w,w,d
3897,e,f,f,g,n,f,b,w,t,g,g,w,d
3898,p,x,f,w,c,f,n,p,e,w,w,w,d
3899,e,f,f,g,n,f,b,n,t,w,w,w,d
3900,p,x,f,g,f,f,b,p,e,b,p,w,p
3901,p,x,y,y,f,f,b,h,e,n,b,w,d
3902,p,f,y,g,,f,b,p,e,n,p,w,p
3903,p,x,f,y,f,f,b,p,e,p,b,w,g
3904,p,x,f,w,c,f,n,g,e,w,w,w,d
3905,p,x,y,y,f,f,b,h,e,b,n,w,d
3906,p,x,y,y,f,f,b,g,e,b,p,w,d
3907,p,x,f,y,f,f,b,h,e,n,n,w,p
3908,p,f,f,y,f,f,b,h,e,p,n,w,d
3909,p,f,f,y,f,f,b,g,e,n,n,w,d
3910,e,f,y,g,n,f,b,n,t,w,g,w,d
3911,p,x,y,g,f,f,b,g,e,b,n,w,g
3912,p,f,f,y,f,f,b,p,e,n,b,w,p
3913,p,f,f,y,f,f,b,g,e,p,b,w,g
3914,e,x,f,g,n,f,b,w,t,w,w,w,d
3915,e,f,y,n,n,f,b,n,t,w,g,w,d
3916,e,f,y,e,n,f,b,n,t,w,p,w,d
3917,p,x,y,y,f,f,b,h,e,n,p,w,g
3918,p,f,y,g,f,f,b,g,e,b,b,w,g
3919,p,f,y,g,f,f,b,h,e,n,b,w,d
3920,e,f,y,e,n,f,b,w,t,p,w,w,d
3921,p,f,y,g,f,f,b,p,e,n,b,w,g
3922,e,f,f,e,n,f,b,n,t,g,w,w,d
3923,e,f,f,g,n,f,b,p,t,g,w,w,d
3924,e,f,f,g,n,f,b,w,t,g,p,w,d
3925,p,x,f,g,f,f,b,p,e,b,b,w,
3926,p,x,y,y,f,f,b,p,e,b,b,w,g
3927,p,f,f,y,f,f,b,h,e,b,n,w,g
3928,e,f,y,e,n,f,b,p,t,g,p,w,d
3929,p,x,,y,f,f,b,h,e,p,n,w,d
3930,p,f,y,g,f,f,b,h,e,p,b,w,p
3931,p,f,f,y,f,f,b,g,e,p,p,w,g
3932,p,f,y,y,f,f,b,g,e,p,b,w,d
3933,p,x,y,g,f,f,b,p,e,n,n,,p
3934,p,f,f,y,f,f,b,h,e,b,b,w,p
3935,p,x,s,p,c,f,n,g,e,w,w,w,d
3936,p,x,y,y,f,f,b,p,e,n,n,w,g
3937,e,f,f,e,n,f,b,u,t,g,g,w,d
3938,e,f,y,e,n,f,b,n,t,g,p,w,d
3939,p,x,f,p,,f,n,n,e,w,w,w,d
3940,p,x,f,y,f,f,b,h,e,b,b,w,g
3941,p,f,y,g,f,f,b,p,e,b,p,w,g
3942,e,x,y,g,n,f,,p,t,w,p,w,d
3943,e,f,f,e,n,f,b,p,t,w,g,w,d
3944,p,f,y,g,f,f,b,,e,b,b,w,d
3945,e,f,y,g,n,f,b,u,t,w,g,w,d
3946,p,x,f,y,f,f,b,g,e,n,p,w,d
3947,p,f,y,g,f,f,b,g,e,n,n,w,g
3948,e,f,f,e,n,f,b,p,t,g,g,w,d
3949,p,x,y,y,f,f,b,h,e,n,n,w,g
3950,p,f,f,y,f,f,b,g,e,n,b,w,g
3951,p,x,y,y,f,f,b,p,e,p,p,w,g
3952,p,f,f,g,f,f,b,g,e,p,b,w,g
3953,p,x,s,p,c,f,n,n,e,w,w,w,d
3954,p,x,f,g,c,f,n,g,e,w,w,w,d
3955,p,x,y,g,f,f,b,g,e,b,p,,p
3956,p,x,y,y,f,f,b,h,e,b,p,w,p
3957,p,f,f,g,f,f,b,h,e,p,n,w,d
3958,e,f,y,g,n,f,b,u,t,w,w,w,d
3959,p,x,s,g,f,f,b,w,t,w,w,w,u
3960,p,x,y,y,f,f,b,g,e,p,b,w,d
3961,e,f,f,g,n,f,b,w,t,p,p,w,d
3962,p,f,f,y,f,f,b,g,e,p,b,w,d
3963,p,x,y,g,f,f,b,h,e,b,b,w,p
3964,p,f,f,y,f,f,b,g,e,b,b,w,p
3965,p,x,y,g,f,f,b,h,e,b,n,w,g
3966,p,f,y,g,f,f,b,h,e,b,p,w,g
3967,p,f,y,y,f,f,b,h,e,n,b,w,p
3968,p,x,f,y,f,f,b,p,e,p,n,w,p
3969,p,x,s,w,c,f,n,g,e,w,w,w,d
3970,p,x,y,g,f,f,b,g,e,b,n,w,p
3971,p,x,f,g,f,f,b,p,e,b,b,w,p
3972,e,f,y,n,n,f,b,u,t,p,p,w,d
3973,e,f,f,g,n,f,b,w,t,p,w,w,d
3974,p,x,f,y,f,f,b,g,e,n,b,w,p
3975,p,x,s,p,c,f,n,u,e,w,w,w,d
3976,p,f,f,g,f,f,b,p,e,n,n,w,g
3977,p,x,f,g,f,f,b,h,e,b,b,w,g
3978,p,x,s,w,c,f,n,u,e,w,w,w,d
3979,e,f,f,e,n,f,b,w,t,w,p,w,d
3980,p,f,y,g,f,f,b,p,e,b,n,w,g
3981,p,x,f,p,c,f,n,p,e,w,w,w,d
3982,p,f,s,w,f,f,b,p,t,w,w,w,g
3983,p,x,y,y,f,f,b,p,e,n,n,w,p
3984,e,x,y,b,n,f,b,e,e,e,w,w,w
3985,p,f,f,g,f,,b,g,e,n,p,w,g
3986,p,x,f,g,f,f,b,p,e,p,n,w,g
3987,p,x,f,y,f,f,b,h,e,n,b,w,g
3988,p,f,f,y,f,f,b,h,e,p,p,w,g
3989,e,f,f,g,n,f,b,u,t,p,g,w,d
3990,p,x,f,y,f,f,b,h,e,p,p,w,d
3991,p,x,y,g,f,f,b,h,e,p,p,w,d
3992,p,f,f,g,f,f,b,p,e,n,n,w,g
3993,p,x,f,g,c,f,n,u,e,w,w,w,d
3994,p,x,f,g,c,f,n,u,e,w,w,w,d
3995,p,x,y,g,f,f,b,p,e,p,n,w,g
3996,p,x,s,g,f,f,b,h,t,w,w,w,g
3997,p,x,y,g,f,f,b,h,e,p,b,w,g
3998,e,f,y,g,n,f,b,n,t,p,g,w,d
3999,p,f,f,y,f,f,b,p,e,b,b,w,d
4000,e,f,f,e,n,f,b,p,t,p,p,w,d
4001,p,f,y,g,f,f,b,p,e,p,b,w,p
4002,e,f,y,n,n,f,b,n,t,g,w,w,d
4003,e,f,f,e,n,f,b,w,t,g,p,w,d
4004,p,x,y,g,f,f,b,g,e,n,p,w,p
4005,p,x,y,g,f,f,b,h,e,b,p,w,d
4006,e,f,f,e,n,f,b,w,t,g,g,w,d
4007,p,f,f,g,f,f,b,p,e,b,b,w,p
4008,e,f,f,g,n,f,b,w,t,p,p,w,d
4009,e,f,y,e,n,f,b,w,t,w,g,w,d
4010,e,f,y,e,n,f,b,w,t,g,g,w,d
4011,p,f,f,g,f,f,b,g,e,n,n,w,p
4012,e,x,f,e,n,f,b,u,t,g,p,w,d
4013,p,f,y,g,f,f,b,p,e,p,b,w,d
4014,p,x,y,y,f,f,b,p,e,p,n,w,p
4015,p,f,y,y,f,f,b,p,e,b,b,w,d
4016,p,x,f,y,f,f,b,g,e,n,p,w,p
4017,p,x,y,y,f,f,b,p,e,n,n,w,d
4018,e,x,f,g,n,f,b,u,t,g,g,w,d
4019,e,x,y,g,n,f,b,u,t,g,w,w,d
4020,p,f,y,g,f,f,b,g,e,b,p,w,g
4021,p,f,f,y,f,f,,h,e,p,p,w,d
4022,p,x,y,g,f,f,b,p,e,p,b,w,p
4023,p,x,y,e,y,f,n,b,t,w,w,w,p
4024,p,x,y,g,f,f,b,h,e,n,n,w,p
4025,p,x,y,g,f,f,b,g,e,p,p,w,g
4026,p,x,s,g,c,f,n,u,e,w,w,w,d
4027,p,f,f,g,,f,b,p,e,p,b,w,g
4028,p,f,s,b,f,f,b,p,t,w,w,w,g
4029,p,x,y,g,f,f,b,p,e,n,p,w,d
4030,p,x,y,y,f,f,b,p,e,p,p,w,d
4031,p,x,s,w,c,f,n,u,e,w,w,w,d
4032,p,x,y,y,f,f,b,h,e,p,n,w,d
4033,e,f,f,e,n,f,b,w,t,w,p,w,d
4034,p,x,y,g,f,f,b,h,e,p,p,w,g
4035,p,x,f,y,f,f,b,p,e,n,p,w,d
4036,p,x,f,y,f,f,b,p,e,p,b,w,p
4037,p,f,f,g,f,f,b,p,e,p,n,w,g
4038,p,x,f,y,f,f,b,h,e,n,b,w,d
4039,e,f,f,g,n,f,b,u,t,g,w,w,d
4040,p,x,f,g,f,f,b,p,e,p,p,w,d
4041,e,f,y,n,n,f,b,u,t,w,p,w,d
4042,p,f,y,g,f,f,b,h,e,b,p,w,d
4043,p,f,f,g,f,f,b,p,e,p,p,w,p
4044,p,f,f,g,f,f,b,g,e,b,b,w,d
4045,p,x,s,w,c,f,n,u,e,w,w,w,d
4046,p,x,y,g,f,f,b,h,,n,n,w,d
4047,e,f,y,n,n,f,b,p,t,g,w,w,d
4048,p,x,f,w,c,f,n,u,e,w,w,w,d
4049,p,x,,y,f,f,b,p,,p,b,w,d
4050,p,x,f,y,f,f,b,p,e,b,n,w,d
4051,p,x,f,p,c,f,n,u,e,w,w,w,d
4052,p,f,f,y,f,f,b,p,e,p,p,w,d
4053,p,,f,g,f,f,b,h,e,p,n,w,p
4054,e,f,y,e,n,f,b,p,t,g,g,w,d
4055,p,x,y,y,f,f,b,g,e,p,b,w,p
4056,p,f,f,y,f,f,b,g,e,b,p,w,p
4057,p,x,f,g,c,f,n,g,e,w,w,w,d
4058,p,x,s,p,c,f,n,u,e,w,w,w,d
4059,e,x,f,e,n,f,b,n,t,w,p,w,d
4060,p,x,y,y,f,f,b,h,e,b,b,w,g
4061,e,f,f,n,n,f,b,n,t,w,w,w,d
4062,e,f,y,e,n,f,b,p,t,w,w,w,d
4063,p,f,y,y,f,f,b,p,e,b,p,w,d
4064,p,x,f,y,f,f,b,p,e,b,n,w,
4065,p,x,y,g,f,f,b,g,e,n,p,w,d
4066,p,f,f,g,,f,b,g,e,n,b,w,d
4067,p,f,f,y,f,f,b,g,e,p,n,w,p
4068,e,f,y,g,n,f,b,w,t,p,p,w,d
4069,p,x,y,g,f,f,b,p,e,b,p,w,p
4070,p,x,y,y,f,f,b,h,e,n,n,,p
4071,p,f,f,g,f,f,b,p,e,b,n,w,p
4072,p,f,f,y,f,f,b,p,e,b,n,w,p
4073,e,f,f,e,n,f,b,u,t,w,g,w,d
4074,e,f,y,n,n,f,b,p,t,g,g,w,d
4075,p,x,f,y,f,f,b,h,e,p,n,w,g
4076,e,f,y,u,n,f,n,h,e,w,w,w,d
4077,e,f,y,n,n,f,b,u,t,p,w,w,d
4078,p,f,y,y,f,f,b,p,e,p,p,w,g
4079,p,f,f,y,f,f,b,g,e,b,b,w,g
4080,p,x,y,g,f,f,b,g,e,n,p,w,
4081,p,x,y,g,f,f,b,p,e,n,p,w,p
4082,p,f,f,y,f,f,b,g,e,p,b,w,p
4083,p,x,y,y,f,f,b,g,e,b,b,w,d
4084,p,x,f,y,f,f,b,h,e,b,b,w,p
4085,p,x,y,g,f,f,b,p,e,b,n,w,p
4086,p,x,f,y,,f,b,h,e,n,b,w,p
4087,e,x,f,g,n,f,b,u,t,p,g,w,d
4088,p,f,y,g,f,f,b,h,e,n,p,w,d
4089,e,f,y,e,n,f,b,p,t,g,g,w,d
4090,p,x,f,g,f,f,b,p,e,b,n,w,d
4091,p,f,f,y,f,f,b,h,e,b,b,w,d
4092,e,f,y,,n,f,b,n,t,w,w,w,d
4093,e,f,f,g,n,f,b,w,t,p,g,w,d
4094,p,f,y,g,f,f,b,p,e,n,p,w,g
4095,e,x,f,e,n,f,b,w,t,p,p,w,d
4096,e,f,f,e,n,f,b,p,t,p,w,w,d
4097,p,f,y,y,f,f,b,h,e,b,b,w,p
4098,p,x,f,w,c,f,n,u,e,w,w,w,d
4099,p,x,y,g,f,f,b,p,e,b,n,w,d
4100,p,x,y,e,y,f,n,b,t,p,p,w,d
4101,p,x,f,y,f,f,b,p,e,b,p,w,p
4102,p,f,y,g,f,f,b,p,e,b,p,w,d
4103,e,f,y,g,n,f,b,u,t,w,p,w,d
4104,p,x,y,n,f,f,n,b,t,p,p,w,l
4105,e,f,y,e,n,f,b,n,t,g,g,w,d
4106,p,b,s,b,n,f,b,g,e,w,w,w,m
4107,e,f,f,g,n,f,b,w,t,g,g,w,d
4108,p,f,f,g,f,f,b,p,e,b,n,w,g
4109,e,f,y,g,n,f,b,w,t,w,g,w,d
4110,p,f,f,y,f,f,b,p,,p,n,w,p
4111,p,f,f,y,f,f,b,g,e,n,n,w,g
4112,p,f,f,g,f,f,b,g,e,n,p,w,g
4113,e,f,f,e,n,f,b,u,t,p,w,w,d
4114,p,x,f,g,f,f,b,p,e,n,p,w,p
4115,p,,f,y,f,f,b,g,e,p,b,w,g
4116,p,x,f,y,f,f,b,g,e,n,n,w,d
4117,p,x,f,y,f,f,b,g,e,b,b,w,p
4118,p,f,f,y,f,f,b,p,e,p,n,w,g
4119,p,f,f,y,f,f,b,h,e,n,b,w,g
4120,p,x,y,g,f,f,b,p,e,n,b,w,p
4121,e,f,y,e,n,f,b,u,t,g,g,w,d
4122,p,f,f,g,f,f,b,g,e,n,p,w,d
4123,p,f,f,y,f,f,b,h,e,n,p,w,g
4124,e,f,f,n,n,f,b,u,t,w,p,w,d
4125,p,x,y,y,f,f,b,g,e,p,p,w,p
4126,p,x,y,y,f,f,b,h,e,b,p,w,p
4127,e,f,y,n,n,,b,p,t,p,p,w,d
4128,p,f,y,g,f,,b,p,e,b,p,w,p
4129,e,f,f,e,n,f,b,p,t,g,g,w,d
4130,p,x,y,y,f,f,b,g,e,b,b,w,g
4131,p,f,y,g,f,f,b,h,e,b,b,w,d
4132,p,x,y,y,f,,,p,e,b,b,w,d
4133,p,x,s,g,c,f,n,g,e,w,w,w,d
4134,e,f,f,g,n,f,b,w,t,g,p,w,d
4135,p,f,y,g,f,f,b,g,e,p,p,w,g
4136,p,x,f,g,f,f,b,h,e,b,b,w,d
4137,p,f,y,g,f,f,b,h,e,b,n,w,p
4138,e,f,y,n,n,f,b,w,t,p,w,w,d
4139,p,x,y,y,f,f,b,p,e,b,n,w,d
4140,p,f,f,g,f,f,b,g,e,p,b,w,d
4141,e,f,y,e,n,,b,w,t,w,g,w,d
4142,e,f,y,e,n,f,b,w,t,p,g,w,d
4143,p,f,s,g,f,f,b,p,t,w,w,w,u
4144,p,x,f,g,f,f,b,g,e,p,n,w,p
4145,p,f,y,g,f,f,b,g,e,n,b,w,p
4146,p,x,y,g,f,f,b,g,e,p,b,w,p
4147,p,x,f,y,f,f,b,h,e,b,n,w,d
4148,p,f,y,g,f,f,b,p,e,b,n,w,d
4149,p,f,y,g,f,f,b,p,e,n,p,w,p
4150,e,f,y,e,n,f,b,w,t,w,w,w,d
4151,p,x,y,g,f,f,b,,e,b,n,w,g
4152,p,f,y,g,f,f,b,p,e,p,p,w,g
4153,p,x,y,g,f,f,b,p,e,b,b,w,p
4154,e,f,f,e,n,f,b,p,t,w,p,w,d
4155,e,f,y,e,n,f,b,p,t,p,w,w,d
4156,e,f,y,e,n,f,b,n,t,p,p,w,
4157,p,f,f,y,f,f,b,h,e,b,n,w,g
4158,p,f,f,g,f,f,b,h,e,b,p,w,p
4159,e,f,y,n,n,f,b,u,t,g,p,w,d
4160,p,x,y,g,f,f,b,g,e,p,b,w,g
4161,e,f,f,g,n,f,b,u,t,g,w,w,d
4162,p,x,f,y,f,f,b,p,e,n,p,w,p
4163,p,x,y,y,f,f,b,p,e,p,n,w,d
4164,p,x,y,y,f,f,b,p,e,n,p,w,d
4165,e,f,f,c,n,f,n,w,e,w,n,w,l
4166,p,x,f,g,f,f,b,h,e,n,n,w,d
4167,p,f,f,g,f,f,b,p,e,n,p,w,g
4168,p,x,y,g,f,f,b,h,e,p,n,w,g
4169,p,f,y,g,f,f,b,p,e,p,b,w,g
4170,p,x,s,b,f,f,b,w,t,w,w,w,u
4171,p,f,f,g,f,f,b,h,e,n,n,w,d
4172,p,x,y,g,f,f,b,p,e,n,p,w,g
4173,p,f,f,y,f,f,b,g,e,b,b,w,p
4174,p,f,f,g,f,f,b,h,e,n,p,w,p
4175,p,f,f,g,f,f,b,g,e,p,p,w,d
4176,e,f,f,g,n,f,b,w,t,p,w,w,d
4177,p,x,f,y,f,f,b,p,e,b,b,w,p
4178,p,x,f,y,f,f,b,h,e,b,b,w,p
4179,e,f,y,e,n,f,b,u,t,p,p,w,d
4180,p,f,y,g,f,f,b,h,e,b,p,w,p
4181,p,f,f,g,f,f,b,h,e,b,b,w,d
4182,p,x,y,y,f,f,b,g,e,p,n,w,d
4183,e,f,f,g,n,f,b,w,t,w,w,w,d
4184,p,x,f,g,f,f,b,g,e,n,p,w,g
4185,p,x,f,g,f,f,b,g,e,,p,w,p
4186,e,f,y,n,n,f,b,p,t,p,w,w,d
4187,e,f,f,g,n,f,b,u,t,p,g,w,d
4188,p,x,y,g,f,f,b,h,e,n,n,w,d
4189,p,f,y,y,f,f,b,h,e,p,p,w,p
4190,p,f,f,y,f,f,b,h,e,n,b,w,d
4191,p,f,f,g,f,f,b,g,e,n,p,w,p
4192,p,f,f,g,f,f,b,h,e,b,b,w,p
4193,p,f,y,g,f,f,b,p,e,p,n,w,g
4194,p,,s,b,f,f,b,w,t,w,w,w,u
4195,e,f,f,e,n,f,b,u,t,p,p,w,d
4196,p,x,y,n,y,f,n,b,t,p,p,w,d
4197,e,x,y,g,n,f,b,n,t,g,w,w,d
4198,p,x,f,g,c,f,n,n,e,w,w,w,d
4199,p,x,f,p,c,f,n,n,e,w,w,w,d
4200,p,x,y,n,y,f,n,b,t,p,w,w,l
4201,p,f,f,g,f,f,b,g,e,n,p,w,p
4202,p,x,f,y,f,f,b,g,e,b,b,w,g
4203,p,x,s,g,f,f,b,w,t,w,w,w,u
4204,p,f,y,g,f,f,b,h,e,b,p,w,p
4205,p,x,f,y,f,f,b,p,e,b,b,w,d
4206,p,f,y,g,f,f,b,g,e,n,p,w,p
4207,p,f,f,g,f,f,b,h,e,n,b,w,d
4208,p,f,y,g,f,f,b,h,e,b,b,w,d
4209,p,x,y,g,f,f,b,g,e,n,p,w,g
4210,p,f,f,g,f,f,b,h,e,p,p,w,g
4211,p,x,f,y,f,f,b,p,e,b,b,w,g
4212,p,f,f,y,f,f,b,p,e,n,n,w,g
4213,p,x,f,y,f,f,b,h,e,n,b,w,g
4214,p,x,f,y,f,f,b,g,e,b,p,w,g
4215,p,x,y,y,f,f,b,p,e,n,p,w,g
4216,p,f,s,g,f,f,b,h,t,w,w,w,u
4217,p,x,f,y,f,f,b,h,e,n,n,w,g
4218,p,f,f,y,f,f,b,p,e,p,b,w,
4219,p,f,y,g,f,f,b,p,e,n,p,w,d
4220,p,f,f,y,f,f,b,p,e,p,n,w,d
4221,p,f,f,y,f,f,b,g,e,b,p,w,d
4222,p,x,y,g,f,f,b,h,e,b,n,w,p
4223,p,x,y,g,f,f,b,p,e,n,b,w,p
4224,e,f,y,e,n,f,b,p,t,w,w,w,d
4225,p,f,f,y,f,f,b,h,e,n,p,w,d
4226,p,f,f,g,f,f,b,h,e,b,p,w,d
4227,p,f,y,g,f,f,b,h,e,n,p,w,p
4228,p,x,f,y,f,f,b,g,e,b,p,w,g
4229,p,x,f,,f,f,b,g,e,p,p,w,p
4230,p,x,f,g,f,f,b,h,e,n,b,,d
4231,p,x,y,y,f,f,b,p,e,p,p,w,p
4232,p,f,s,w,f,f,b,p,t,w,w,w,u
4233,p,f,f,y,f,f,b,h,e,p,n,w,g
4234,p,f,f,y,f,f,b,p,e,b,p,w,d
4235,p,f,y,g,f,f,b,h,e,n,n,,p
4236,p,f,f,y,f,,b,p,e,p,b,w,d
4237,p,f,f,y,f,f,b,h,e,b,n,w,d
4238,p,f,f,g,f,f,b,g,e,b,b,w,p
4239,p,x,y,g,f,f,b,p,e,n,b,w,g
4240,p,x,f,y,f,f,b,h,e,b,p,w,p
4241,p,f,f,g,f,f,b,g,e,p,b,w,g
4242,p,x,f,y,f,f,b,p,,n,b,w,d
4243,p,f,y,g,f,f,b,p,e,n,n,w,d
4244,p,x,y,y,f,f,b,g,e,n,b,w,d
4245,p,x,s,w,f,f,b,h,t,w,w,w,g
4246,p,f,f,g,f,f,b,p,e,n,b,w,g
4247,p,x,s,b,f,f,b,p,t,w,w,w,g
4248,p,f,y,g,f,f,b,h,e,p,b,w,d
4249,p,x,y,g,f,f,b,p,e,n,n,w,d
4250,p,x,f,y,f,f,b,g,e,n,b,w,g
4251,p,x,f,y,f,f,b,p,e,n,n,w,g
4252,p,x,y,y,f,f,b,g,e,p,p,w,g
4253,e,f,y,g,n,f,b,u,t,g,g,w,d
4254,p,f,y,y,f,f,b,h,e,p,p,w,p
4255,p,x,,g,f,f,b,h,e,p,n,w,p
4256,p,f,f,y,f,f,b,h,e,p,b,w,g
4257,p,f,y,y,f,f,b,h,e,n,p,w,p
